CTE, steer-value, p-term, i-term, d-term
0.1842,0.0405,0.1842,176.9509,-0.0445
0.1838,-0.0345,0.1838,177.1347,-0.0004
0.1905,-0.0472,0.1905,177.3252,0.0067
0.1744,-0.0069,0.1744,177.4996,-0.0161
0.2004,-0.0810,0.2004,177.7000,0.0260
0.2004,-0.0368,0.2004,177.9004,0.0000
0.2257,-0.0823,0.2257,178.1261,0.0253
0.2501,-0.0831,0.2501,178.3762,0.0244
0.2733,-0.0833,0.2733,178.6495,0.0232
0.2951,-0.0830,0.2951,178.9446,0.0218
0.3157,-0.0829,0.3157,179.2603,0.0206
0.3349,-0.0824,0.3349,179.5952,0.0192
0.3527,-0.0818,0.3527,179.9479,0.0178
0.3691,-0.0810,0.3691,180.3170,0.0164
0.3843,-0.0804,0.3843,180.7013,0.0152
0.3981,-0.0794,0.3981,181.0994,0.0138
0.4106,-0.0784,0.4106,181.5100,0.0125
0.4217,-0.0771,0.4217,181.9317,0.0111
0.4313,-0.0755,0.4313,182.3630,0.0096
0.4395,-0.0740,0.4395,182.8025,0.0082
0.4463,-0.0723,0.4463,183.2488,0.0068
0.4515,-0.0701,0.4515,183.7003,0.0052
0.4553,-0.0681,0.4553,184.1556,0.0038
0.4575,-0.0657,0.4575,184.6131,0.0022
0.4582,-0.0632,0.4582,185.0713,0.0007
0.4574,-0.0606,0.4574,185.5287,-0.0008
0.4551,-0.0579,0.4551,185.9838,-0.0023
0.4513,-0.0551,0.4513,186.4351,-0.0038
0.4460,-0.0520,0.4460,186.8811,-0.0053
0.4392,-0.0489,0.4392,187.3203,-0.0068
0.4310,-0.0458,0.4310,187.7513,-0.0082
0.4213,-0.0424,0.4213,188.1726,-0.0097
0.4155,-0.0485,0.4155,188.5881,-0.0058
0.4155,-0.0584,0.4155,189.0036,0.0000
0.4180,-0.0629,0.4180,189.4216,0.0025
0.4287,-0.0779,0.4287,189.8503,0.0107
0.4424,-0.0843,0.4424,190.2927,0.0137
0.4545,-0.0828,0.4545,190.7472,0.0121
0.4649,-0.0810,0.4649,191.2121,0.0104
0.4735,-0.0788,0.4735,191.6856,0.0086
0.4805,-0.0768,0.4805,192.1661,0.0070
0.4858,-0.0744,0.4858,192.6519,0.0053
0.4893,-0.0717,0.4893,193.1412,0.0035
0.4911,-0.0691,0.4911,193.6323,0.0018
0.4911,-0.0661,0.4911,194.1234,0.0000
0.4895,-0.0632,0.4895,194.6129,-0.0016
0.4861,-0.0599,0.4861,195.0990,-0.0034
0.4811,-0.0568,0.4811,195.5801,-0.0050
0.4744,-0.0533,0.4744,196.0545,-0.0067
0.4661,-0.0498,0.4661,196.5206,-0.0083
0.4562,-0.0462,0.4562,196.9768,-0.0099
0.4447,-0.0424,0.4447,197.4215,-0.0115
0.4317,-0.0387,0.4317,197.8532,-0.0130
0.4172,-0.0348,0.4172,198.2704,-0.0145
0.4012,-0.0308,0.4012,198.6716,-0.0160
0.3839,-0.0270,0.3839,199.0555,-0.0173
0.3653,-0.0230,0.3653,199.4208,-0.0186
0.3454,-0.0190,0.3454,199.7662,-0.0199
0.3243,-0.0149,0.3243,200.0905,-0.0211
0.3243,-0.0508,0.3243,200.4148,0.0000
0.3021,-0.0110,0.3021,200.7169,-0.0222
0.2785,-0.0064,0.2785,200.9954,-0.0236
0.2621,-0.0171,0.2621,201.2575,-0.0164
0.2849,-0.0860,0.2849,201.5424,0.0228
0.3066,-0.0862,0.3066,201.8490,0.0217
0.3380,-0.1057,0.3380,202.1870,0.0314
0.3683,-0.1068,0.3683,202.5553,0.0303
0.3968,-0.1064,0.3968,202.9521,0.0285
0.4235,-0.1060,0.4235,203.3756,0.0267
0.4483,-0.1051,0.4483,203.8239,0.0248
0.4712,-0.1041,0.4712,204.2951,0.0229
0.4922,-0.1029,0.4922,204.7873,0.0210
0.5112,-0.1014,0.5112,205.2985,0.0190
0.5112,-0.0691,0.5112,205.8097,0.0000
0.5283,-0.0999,0.5283,206.3380,0.0171
0.5437,-0.0985,0.5437,206.8817,0.0154
0.5574,-0.0970,0.5574,207.4391,0.0137
0.5692,-0.0949,0.5692,208.0083,0.0118
0.5791,-0.0927,0.5791,208.5874,0.0099
0.5871,-0.0903,0.5871,209.1745,0.0080
0.5871,-0.0768,0.5871,209.7616,0.0000
0.5932,-0.0878,0.5932,210.3548,0.0061
0.5974,-0.0850,0.5974,210.9522,0.0042
0.5997,-0.0820,0.5997,211.5519,0.0023
0.5997,-0.0782,0.5997,212.1516,0.0000
0.6000,-0.0788,0.6000,212.7516,0.0003
0.5985,-0.0756,0.5985,213.3501,-0.0015
0.5950,-0.0720,0.5950,213.9451,-0.0035
0.5896,-0.0683,0.5896,214.5347,-0.0054
0.5896,-0.0775,0.5896,215.1243,0.0000
0.5823,-0.0645,0.5823,215.7066,-0.0073
0.5730,-0.0603,0.5730,216.2796,-0.0093
0.5619,-0.0562,0.5619,216.8415,-0.0111
0.5619,-0.0751,0.5619,217.4034,0.0000
0.5490,-0.0520,0.5490,217.9524,-0.0129
0.5341,-0.0473,0.5341,218.4865,-0.0149
0.5175,-0.0428,0.5175,219.0040,-0.0166
0.5175,-0.0711,0.5175,219.5215,0.0000
0.4992,-0.0383,0.4992,220.0207,-0.0183
0.4790,-0.0332,0.4790,220.4997,-0.0202
0.4572,-0.0285,0.4572,220.9569,-0.0218
0.4572,-0.0656,0.4572,221.4141,0.0000
0.4339,-0.0238,0.4339,221.8480,-0.0233
0.4088,-0.0184,0.4088,222.2568,-0.0251
0.4088,-0.0611,0.4088,222.6656,0.0000
0.3824,-0.0138,0.3824,223.0480,-0.0264
0.3543,-0.0082,0.3543,223.4023,-0.0281
0.3249,-0.0033,0.3249,223.7272,-0.0294
0.3249,-0.0533,0.3249,224.0521,0.0000
0.2943,0.0016,0.2943,224.3464,-0.0306
0.2623,0.0070,0.2623,224.6087,-0.0320
0.2292,0.0120,0.2292,224.8379,-0.0331
0.2292,-0.0443,0.2292,225.0671,0.0000
0.1952,0.0167,0.1952,225.2623,-0.0340
0.1600,0.0221,0.1600,225.4223,-0.0352
0.1240,0.0269,0.1240,225.5463,-0.0360
0.1240,-0.0343,0.1240,225.6703,0.0000
0.0874,0.0313,0.0874,225.7577,-0.0366
0.0499,0.0364,0.0499,225.8076,-0.0375
0.0119,0.0409,0.0119,225.8195,-0.0380
0.0119,-0.0237,0.0119,225.8314,0.0000
-0.0264,0.0450,-0.0264,225.8050,-0.0383
-0.0653,0.0498,-0.0653,225.7397,-0.0389
-0.0653,-0.0164,-0.0653,225.6744,0.0000
-0.1042,0.0535,-0.1042,225.5702,-0.0389
-0.1438,0.0584,-0.1438,225.4264,-0.0396
-0.2047,0.1005,-0.2047,225.2217,-0.0609
-0.2047,-0.0031,-0.2047,225.0170,0.0000
-0.1917,-0.0264,-0.1917,224.8253,0.0130
-0.1786,-0.0278,-0.1786,224.6467,0.0131
-0.1624,-0.0346,-0.1624,224.4843,0.0162
-0.1624,-0.0070,-0.1624,224.3219,0.0000
-0.1465,-0.0355,-0.1465,224.1754,0.0159
-0.1306,-0.0370,-0.1306,224.0448,0.0159
-0.1149,-0.0382,-0.1149,223.9299,0.0157
-0.0993,-0.0395,-0.0993,223.8306,0.0156
-0.0993,-0.0129,-0.0993,223.7313,0.0000
-0.0840,-0.0404,-0.0840,223.6473,0.0153
-0.0686,-0.0420,-0.0686,223.5787,0.0154
-0.0535,-0.0429,-0.0535,223.5252,0.0151
-0.0535,-0.0173,-0.0535,223.4717,0.0000
-0.0387,-0.0438,-0.0387,223.4330,0.0148
-0.0240,-0.0451,-0.0240,223.4090,0.0147
-0.0096,-0.0459,-0.0096,223.3994,0.0144
0.0044,-0.0466,0.0044,223.4038,0.0140
0.0181,-0.0474,0.0181,223.4219,0.0137
0.0313,-0.0478,0.0313,223.4532,0.0132
0.0441,-0.0483,0.0441,223.4973,0.0128
0.0564,-0.0486,0.0564,223.5537,0.0123
0.0682,-0.0489,0.0682,223.6219,0.0118
0.0682,-0.0288,0.0682,223.6901,0.0000
0.0794,-0.0490,0.0794,223.7695,0.0112
0.0902,-0.0493,0.0902,223.8597,0.0108
0.1166,-0.0784,0.1166,223.9763,0.0264
0.1658,-0.1218,0.1658,224.1421,0.0492
0.2400,-0.1714,0.2400,224.3821,0.0742
0.3183,-0.1858,0.3183,224.7004,0.0783
0.3942,-0.1890,0.3942,225.0946,0.0759
0.4675,-0.1916,0.4675,225.5621,0.0733
0.5380,-0.1936,0.5380,226.1001,0.0705
0.6056,-0.1951,0.6056,226.7057,0.0676
0.6701,-0.1960,0.6701,227.3758,0.0645
0.7313,-0.1963,0.7313,228.1071,0.0612
0.7893,-0.1965,0.7893,228.8964,0.0580
0.8438,-0.1958,0.8438,229.7402,0.0545
0.8948,-0.1948,0.8948,230.6350,0.0510
0.9421,-0.1931,0.9421,231.5771,0.0473
0.9859,-0.1914,0.9859,232.5630,0.0438
1.0259,-0.1888,1.0259,233.5889,0.0400
1.0622,-0.1861,1.0622,234.6511,0.0363
1.0948,-0.1830,1.0948,235.7459,0.0326
1.1237,-0.1796,1.1237,236.8696,0.0289
1.1488,-0.1756,1.1488,238.0184,0.0251
1.1703,-0.1716,1.1703,239.1887,0.0215
1.1884,-0.1677,1.1884,240.3771,0.0181
1.2141,-0.1832,1.2141,241.5912,0.0257
1.2216,-0.1531,1.2216,242.8128,0.0075
1.2254,-0.1473,1.2254,244.0382,0.0038
1.2256,-0.1413,1.2256,245.2638,0.0002
1.2256,-0.1411,1.2256,246.4894,0.0000
1.2224,-0.1355,1.2224,247.7118,-0.0032
1.2156,-0.1288,1.2156,248.9274,-0.0068
1.2054,-0.1222,1.2054,250.1328,-0.0102
1.1917,-0.1151,1.1917,251.3245,-0.0137
1.1837,-0.1241,1.1837,252.5082,-0.0080
1.1955,-0.1590,1.1955,253.7037,0.0118
1.2221,-0.1868,1.2221,254.9258,0.0266
1.2707,-0.2290,1.2707,256.1965,0.0486
1.3582,-0.3035,1.3582,257.5547,0.0875
1.3956,-0.2221,1.3956,258.9503,0.0374
1.4547,-0.2647,1.4547,260.4050,0.0591
1.4769,-0.2042,1.4769,261.8819,0.0222
1.4941,-0.1975,1.4941,263.3760,0.0172
1.5068,-0.1912,1.5068,264.8828,0.0127
1.5150,-0.1845,1.5150,266.3978,0.0082
1.5190,-0.1779,1.5190,267.9168,0.0040
1.5188,-0.1709,1.5188,269.4356,-0.0002
1.5144,-0.1635,1.5144,270.9500,-0.0044
1.5060,-0.1560,1.5060,272.4560,-0.0084
1.4936,-0.1482,1.4936,273.9496,-0.0124
1.4569,-0.1036,1.4569,275.4065,-0.0367
1.4326,-0.1225,1.4326,276.8391,-0.0243
1.4047,-0.1138,1.4047,278.2438,-0.0279
1.3732,-0.1049,1.3732,279.6170,-0.0315
1.3380,-0.0954,1.3380,280.9550,-0.0352
1.3018,-0.0904,1.3018,282.2568,-0.0362
1.2814,-0.1154,1.2814,283.5382,-0.0204
1.2686,-0.1272,1.2686,284.8068,-0.0128
1.2666,-0.1455,1.2666,286.0734,-0.0020
1.2662,-0.1483,1.2662,287.3396,-0.0004
1.2624,-0.1423,1.2624,288.6020,-0.0038
1.2549,-0.1355,1.2549,289.8569,-0.0075
1.2440,-0.1288,1.2440,291.1009,-0.0109
1.2295,-0.1214,1.2295,292.3304,-0.0145
1.2117,-0.1142,1.2117,293.5421,-0.0178
1.1904,-0.1064,1.1904,294.7325,-0.0213
1.1658,-0.0985,1.1658,295.8983,-0.0246
1.1379,-0.0904,1.1379,297.0362,-0.0279
1.1069,-0.0823,1.1069,298.1431,-0.0310
1.0357,-0.0073,1.0357,299.1788,-0.0712
1.0357,-0.1284,1.0357,300.2145,0.0000
0.9543,0.0176,0.9543,301.1688,-0.0814
0.9095,-0.0405,0.9095,302.0783,-0.0448
0.8628,-0.0329,0.8628,302.9411,-0.0467
0.8139,-0.0246,0.8139,303.7550,-0.0489
0.7628,-0.0160,0.7628,304.5178,-0.0511
0.7097,-0.0077,0.7097,305.2275,-0.0531
0.7097,-0.0980,0.7097,305.9372,0.0000
0.6547,0.0006,0.6547,306.5919,-0.0550
0.5974,0.0099,0.5974,307.1893,-0.0573
0.5385,0.0182,0.5385,307.7278,-0.0589
0.4781,0.0264,0.4781,308.2059,-0.0604
0.4164,0.0345,0.4164,308.6223,-0.0617
0.3535,0.0424,0.3535,308.9758,-0.0629
0.2897,0.0500,0.2897,309.2655,-0.0638
0.2251,0.0575,0.2251,309.4906,-0.0646
0.1599,0.0647,0.1599,309.6505,-0.0652
0.0943,0.0716,0.0943,309.7448,-0.0656
0.0285,0.0782,0.0285,309.7733,-0.0658
-0.1029,0.2022,-0.1029,309.6704,-0.1314
-0.1608,0.0828,-0.1608,309.5096,-0.0579
-0.1830,0.0242,-0.1830,309.3266,-0.0222
-0.1590,-0.0566,-0.1590,309.1676,0.0240
-0.1054,-0.1120,-0.1054,309.0622,0.0536
-0.0524,-0.1160,-0.0524,309.0098,0.0530
0.0001,-0.1202,0.0001,309.0099,0.0525
0.0519,-0.1239,0.0519,309.0618,0.0518
0.1029,-0.1274,0.1029,309.1647,0.0510
0.1531,-0.1308,0.1531,309.3178,0.0502
0.2021,-0.1335,0.2021,309.5199,0.0490
0.2964,-0.2194,0.2964,309.8163,0.0943
0.3413,-0.1398,0.3413,310.1576,0.0449
0.3838,-0.1398,0.3838,310.5414,0.0425
0.4242,-0.1401,0.4242,310.9656,0.0404
0.4623,-0.1398,0.4623,311.4279,0.0381
0.4980,-0.1392,0.4980,311.9259,0.0357
0.5314,-0.1385,0.5314,312.4573,0.0334
0.5627,-0.1380,0.5627,313.0200,0.0313
0.5919,-0.1372,0.5919,313.6119,0.0292
0.6188,-0.1359,0.6188,314.2307,0.0269
0.6435,-0.1346,0.6435,314.8742,0.0247
0.6659,-0.1329,0.6659,315.5401,0.0224
0.6858,-0.1306,0.6858,316.2259,0.0199
0.7032,-0.1281,0.7032,316.9291,0.0174
0.7183,-0.1257,0.7183,317.6474,0.0151
0.7183,-0.1001,0.7183,318.3657,0.0000
0.7794,-0.2098,0.7794,319.1451,0.0611
0.8330,-0.2023,0.8330,319.9781,0.0536
0.8848,-0.2042,0.8848,320.8629,0.0518
0.9328,-0.2024,0.9328,321.7957,0.0480
0.9770,-0.2002,0.9770,322.7727,0.0442
1.0173,-0.1975,1.0173,323.7900,0.0403
1.0537,-0.1945,1.0537,324.8437,0.0364
1.0862,-0.1910,1.0862,325.9299,0.0325
1.1148,-0.1872,1.1148,327.0447,0.0286
1.1397,-0.1834,1.1397,328.1844,0.0249
1.1610,-0.1794,1.1610,329.3454,0.0213
1.1787,-0.1751,1.1787,330.5241,0.0177
1.1927,-0.1703,1.1927,331.7168,0.0140
1.2031,-0.1653,1.2031,332.9199,0.0104
1.2098,-0.1597,1.2098,334.1297,0.0067
1.2129,-0.1540,1.2129,335.3426,0.0031
1.2123,-0.1478,1.2123,336.5549,-0.0006
1.2081,-0.1414,1.2081,337.7630,-0.0042
1.2002,-0.1345,1.2002,338.9632,-0.0079
1.1887,-0.1274,1.1887,340.1519,-0.0115
1.2093,-0.1840,1.2093,341.3612,0.0206
1.2282,-0.1831,1.2282,342.5894,0.0189
1.2821,-0.2478,1.2821,343.8715,0.0539
1.3462,-0.2714,1.3462,345.2177,0.0641
1.4082,-0.2738,1.4082,346.6259,0.0620
1.5166,-0.3632,1.5166,348.1425,0.1084
1.5629,-0.2622,1.5629,349.7054,0.0463
1.6033,-0.2561,1.6033,351.3087,0.0404
1.6384,-0.2506,1.6384,352.9471,0.0351
1.6683,-0.2448,1.6683,354.6154,0.0299
1.6932,-0.2388,1.6932,356.3086,0.0249
1.7129,-0.2320,1.7129,358.0215,0.0197
1.7279,-0.2256,1.7279,359.7494,0.0150
1.7382,-0.2188,1.7382,361.4876,0.0103
1.7439,-0.2117,1.7439,363.2315,0.0057
1.7449,-0.2040,1.7449,364.9764,0.0010
1.7413,-0.1960,1.7413,366.7177,-0.0036
1.7331,-0.1875,1.7331,368.4508,-0.0082
1.7204,-0.1789,1.7204,370.1712,-0.0127
1.7030,-0.1694,1.7030,371.8742,-0.0174
1.6812,-0.1600,1.6812,373.5554,-0.0218
1.6550,-0.1502,1.6550,375.2104,-0.0262
1.6244,-0.1400,1.6244,376.8348,-0.0306
1.5895,-0.1295,1.5895,378.4243,-0.0349
1.5504,-0.1188,1.5504,379.9747,-0.0391
1.5073,-0.1081,1.5073,381.4820,-0.0431
1.4601,-0.0968,1.4601,382.9421,-0.0472
1.4092,-0.0858,1.4092,384.3513,-0.0509
1.3545,-0.0743,1.3545,385.7058,-0.0547
1.2962,-0.0627,1.2962,387.0020,-0.0583
1.2346,-0.0514,1.2346,388.2366,-0.0616
1.1697,-0.0397,1.1697,389.4063,-0.0649
1.1018,-0.0283,1.1018,390.5081,-0.0679
1.0309,-0.0166,1.0309,391.5390,-0.0709
0.9574,-0.0053,0.9574,392.4964,-0.0735
0.8814,0.0061,0.8814,393.3778,-0.0760
0.8032,0.0172,0.8032,394.1810,-0.0782
0.7238,0.0267,0.7238,394.9048,-0.0794
0.6569,0.0118,0.6569,395.5617,-0.0669
0.6139,-0.0248,0.6139,396.1756,-0.0430
0.5839,-0.0441,0.5839,396.7595,-0.0300
0.5800,-0.0882,0.5800,397.3395,-0.0039
0.5776,-0.0906,0.5776,397.9171,-0.0024
0.5734,-0.0872,0.5734,398.4905,-0.0042
0.5591,-0.0687,0.5591,399.0496,-0.0143
0.5490,-0.0749,0.5490,399.5986,-0.0101
0.5372,-0.0710,0.5372,400.1358,-0.0118
0.5235,-0.0665,0.5235,400.6593,-0.0137
0.5079,-0.0618,0.5079,401.1672,-0.0156
0.4715,-0.0231,0.4715,401.6387,-0.0364
0.4507,-0.0477,0.4507,402.0894,-0.0208
0.4284,-0.0430,0.4284,402.5178,-0.0223
0.4045,-0.0381,0.4045,402.9223,-0.0239
0.3792,-0.0333,0.3792,403.3015,-0.0253
0.3524,-0.0283,0.3524,403.6539,-0.0268
0.3242,-0.0233,0.3242,403.9781,-0.0282
0.2947,-0.0183,0.2947,404.2728,-0.0295
0.2640,-0.0133,0.2640,404.5368,-0.0307
0.1992,0.0508,0.1992,404.7360,-0.0648
0.1303,0.0643,0.1303,404.8663,-0.0689
0.0949,0.0107,0.0949,404.9612,-0.0354
0.0594,0.0142,0.0594,405.0206,-0.0355
0.0234,0.0185,0.0234,405.0440,-0.0360
-0.0130,0.0226,-0.0130,405.0310,-0.0364
-0.0492,0.0257,-0.0492,404.9818,-0.0362
-0.0926,0.0421,-0.0926,404.8892,-0.0434
-0.0875,-0.0408,-0.0875,404.8017,0.0051
-0.0843,-0.0379,-0.0843,404.7174,0.0032
-0.0813,-0.0378,-0.0813,404.6361,0.0030
-0.0787,-0.0374,-0.0787,404.5574,0.0026
-0.0764,-0.0371,-0.0764,404.4810,0.0023
-0.0728,-0.0396,-0.0728,404.4082,0.0036
-0.0715,-0.0359,-0.0715,404.3367,0.0013
-0.0706,-0.0352,-0.0706,404.2661,0.0009
-0.0702,-0.0344,-0.0702,404.1959,0.0004
-0.0701,-0.0339,-0.0701,404.1258,0.0001
-0.0705,-0.0330,-0.0705,404.0553,-0.0004
-0.0705,-0.0337,-0.0705,403.9848,0.0000
-0.0723,-0.0305,-0.0723,403.9125,-0.0018
-0.0739,-0.0306,-0.0739,403.8386,-0.0016
-0.0758,-0.0299,-0.0758,403.7628,-0.0019
-0.0782,-0.0289,-0.0782,403.6846,-0.0024
-0.0798,-0.0301,-0.0798,403.6048,-0.0016
-0.1018,0.0067,-0.1018,403.5030,-0.0220
0.0126,-0.2360,0.0126,403.5156,0.1144
0.0598,-0.1263,0.0598,403.5754,0.0472
0.1200,-0.1541,0.1200,403.6954,0.0602
0.1783,-0.1564,0.1783,403.8737,0.0583
0.2344,-0.1580,0.2344,404.1081,0.0561
0.2882,-0.1593,0.2882,404.3963,0.0538
0.3885,-0.2479,0.3885,404.7848,0.1003
0.4347,-0.1604,0.4347,405.2195,0.0462
0.4775,-0.1587,0.4775,405.6970,0.0428
0.5175,-0.1578,0.5175,406.2145,0.0400
0.5545,-0.1563,0.5545,406.7690,0.0370
0.5885,-0.1544,0.5885,407.3575,0.0340
0.6193,-0.1520,0.6193,407.9768,0.0308
0.6473,-0.1500,0.6473,408.6241,0.0280
0.6724,-0.1475,0.6724,409.2965,0.0251
0.6948,-0.1451,0.6948,409.9913,0.0224
0.7142,-0.1419,0.7142,410.7055,0.0194
0.7308,-0.1388,0.7308,411.4363,0.0166
0.7445,-0.1352,0.7445,412.1808,0.0137
0.7551,-0.1310,0.7551,412.9359,0.0106
0.7629,-0.1271,0.7629,413.6988,0.0078
0.7676,-0.1224,0.7676,414.4664,0.0047
0.7693,-0.1175,0.7693,415.2357,0.0017
0.7680,-0.1124,0.7680,416.0037,-0.0013
0.7637,-0.1069,0.7637,416.7674,-0.0043
0.7565,-0.1014,0.7565,417.5239,-0.0072
0.7463,-0.0954,0.7463,418.2702,-0.0102
0.7332,-0.0893,0.7332,419.0034,-0.0131
0.7173,-0.0831,0.7173,419.7207,-0.0159
0.6985,-0.0764,0.6985,420.4192,-0.0188
0.6770,-0.0699,0.6770,421.0962,-0.0215
0.6527,-0.0629,0.6527,421.7489,-0.0243
0.6258,-0.0560,0.6258,422.3747,-0.0269
0.5964,-0.0490,0.5964,422.9711,-0.0294
0.5645,-0.0418,0.5645,423.5356,-0.0319
0.5303,-0.0346,0.5303,424.0659,-0.0342
0.4938,-0.0273,0.4938,424.5597,-0.0365
0.4560,-0.0216,0.4560,425.0157,-0.0378
0.4245,-0.0293,0.4245,425.4402,-0.0315
0.4042,-0.0465,0.4042,425.8444,-0.0203
0.3907,-0.0568,0.3907,426.2351,-0.0135
0.3890,-0.0767,0.3890,426.6241,-0.0017
0.3855,-0.0734,0.3855,427.0096,-0.0035
0.3800,-0.0695,0.3800,427.3896,-0.0055
0.3725,-0.0654,0.3725,427.7621,-0.0075
0.3629,-0.0610,0.3629,428.1250,-0.0096
0.3515,-0.0569,0.3515,428.4765,-0.0114
0.3381,-0.0522,0.3381,428.8146,-0.0134
0.3229,-0.0477,0.3229,429.1375,-0.0152
0.2871,-0.0094,0.2871,429.4246,-0.0358
0.2666,-0.0334,0.2666,429.6912,-0.0205
0.2446,-0.0288,0.2446,429.9358,-0.0220
0.2211,-0.0241,0.2211,430.1569,-0.0235
0.1962,-0.0193,0.1962,430.3531,-0.0249
0.1699,-0.0145,0.1699,430.5230,-0.0263
0.1423,-0.0097,0.1423,430.6653,-0.0276
0.1135,-0.0049,0.1135,430.7788,-0.0288
0.0836,-0.0002,0.0836,430.8624,-0.0299
0.0526,0.0046,0.0526,430.9150,-0.0310
0.0207,0.0092,0.0207,430.9357,-0.0319
-0.0119,0.0135,-0.0119,430.9238,-0.0326
-0.0453,0.0180,-0.0453,430.8785,-0.0334
-0.0793,0.0223,-0.0793,430.7992,-0.0340
-0.1138,0.0264,-0.1138,430.6854,-0.0345
-0.1486,0.0302,-0.1486,430.5368,-0.0348
-0.1825,0.0319,-0.1825,430.3543,-0.0339
-0.2172,0.0366,-0.2172,430.1371,-0.0347
-0.2113,-0.0329,-0.2113,429.9258,0.0059
-0.2113,-0.0229,-0.2113,429.7145,0.0000
-0.2069,-0.0308,-0.2069,429.5076,0.0044
-0.2008,-0.0342,-0.2008,429.3068,0.0061
-0.1950,-0.0342,-0.1950,429.1118,0.0058
-0.1894,-0.0344,-0.1894,428.9224,0.0056
-0.1843,-0.0340,-0.1843,428.7381,0.0051
-0.1795,-0.0340,-0.1795,428.5586,0.0048
-0.1712,-0.0407,-0.1712,428.3874,0.0083
-0.1676,-0.0330,-0.1676,428.2198,0.0036
-0.1646,-0.0323,-0.1646,428.0552,0.0030
-0.1619,-0.0320,-0.1619,427.8933,0.0027
-0.1579,-0.0346,-0.1579,427.7354,0.0040
-0.1565,-0.0303,-0.1565,427.5789,0.0014
-0.1556,-0.0295,-0.1556,427.4233,0.0009
-0.1551,-0.0288,-0.1551,427.2682,0.0005
-0.1551,-0.0280,-0.1551,427.1131,0.0000
-0.1555,-0.0272,-0.1555,426.9576,-0.0004
-0.1563,-0.0265,-0.1563,426.8013,-0.0008
-0.1576,-0.0255,-0.1576,426.6437,-0.0013
-0.1592,-0.0248,-0.1592,426.4845,-0.0016
-0.1613,-0.0237,-0.1613,426.3232,-0.0021
-0.1665,-0.0180,-0.1665,426.1567,-0.0052
-0.1697,-0.0210,-0.1697,425.9870,-0.0032
-0.1733,-0.0200,-0.1733,425.8137,-0.0036
-0.1771,-0.0193,-0.1771,425.6366,-0.0038
-0.1813,-0.0182,-0.1813,425.4553,-0.0042
-0.1858,-0.0172,-0.1858,425.2695,-0.0045
-0.1956,-0.0073,-0.1956,425.0739,-0.0098
-0.2009,-0.0144,-0.2009,424.8730,-0.0053
-0.2064,-0.0135,-0.2064,424.6666,-0.0055
-0.2121,-0.0126,-0.2121,424.4545,-0.0057
-0.2180,-0.0117,-0.2180,424.2365,-0.0059
-0.2240,-0.0109,-0.2240,424.0125,-0.0060
-0.2301,-0.0101,-0.2301,423.7824,-0.0061
-0.2364,-0.0092,-0.2364,423.5460,-0.0063
-0.2427,-0.0086,-0.2427,423.3033,-0.0063
-0.2491,-0.0078,-0.2491,423.0542,-0.0064
-0.2503,-0.0165,-0.2503,422.8039,-0.0012
-0.2641,0.0063,-0.2641,422.5398,-0.0138
-0.2314,-0.0758,-0.2314,422.3084,0.0327
-0.1727,-0.1256,-0.1727,422.1357,0.0587
-0.1431,-0.0789,-0.1431,421.9926,0.0296
-0.1146,-0.0798,-0.1146,421.8780,0.0285
-0.0869,-0.0810,-0.0869,421.7911,0.0277
-0.0601,-0.0820,-0.0601,421.7310,0.0268
-0.0344,-0.0826,-0.0344,421.6966,0.0257
-0.0097,-0.0832,-0.0097,421.6869,0.0247
0.0138,-0.0834,0.0138,421.7007,0.0235
0.0361,-0.0835,0.0361,421.7368,0.0223
0.0571,-0.0833,0.0571,421.7939,0.0210
0.0770,-0.0833,0.0770,421.8709,0.0199
0.0958,-0.0833,0.0958,421.9667,0.0188
0.1134,-0.0829,0.1134,422.0801,0.0176
0.1297,-0.0823,0.1297,422.2098,0.0163
0.1447,-0.0815,0.1447,422.3545,0.0150
0.1583,-0.0804,0.1583,422.5128,0.0136
0.1706,-0.0794,0.1706,422.6834,0.0123
0.1814,-0.0779,0.1814,422.8648,0.0108
0.1908,-0.0764,0.1908,423.0556,0.0094
0.1908,-0.0605,0.1908,423.2464,0.0000
0.1987,-0.0747,0.1987,423.4451,0.0079
0.2052,-0.0729,0.2052,423.6503,0.0065
0.2103,-0.0710,0.2103,423.8606,0.0051
0.2157,-0.0721,0.2157,424.0763,0.0054
0.2161,-0.0636,0.2161,424.2924,0.0004
0.2150,-0.0610,0.2150,424.5074,-0.0011
0.2123,-0.0581,0.2123,424.7197,-0.0027
0.2080,-0.0549,0.2080,424.9277,-0.0043
0.2023,-0.0520,0.2023,425.1300,-0.0057
0.1951,-0.0488,0.1951,425.3251,-0.0072
0.1864,-0.0455,0.1864,425.5115,-0.0087
0.1762,-0.0420,0.1762,425.6877,-0.0102
0.1647,-0.0387,0.1647,425.8524,-0.0115
0.1517,-0.0349,0.1517,426.0041,-0.0130
0.1375,-0.0315,0.1375,426.1416,-0.0142
0.1220,-0.0279,0.1220,426.2636,-0.0155
0.0872,0.0082,0.0872,426.3508,-0.0348
0.0681,-0.0166,0.0681,426.4189,-0.0191
0.0481,-0.0132,0.0481,426.4670,-0.0200
0.0052,0.0298,0.0052,426.4722,-0.0429
-0.0176,-0.0022,-0.0176,426.4546,-0.0228
-0.0408,0.0007,-0.0408,426.4138,-0.0232
-0.0647,0.0041,-0.0647,426.3491,-0.0239
